leaf_id,year,site,tree,leaf_position,leaf_missing,leaf_width,efn_n,mine_top_perc,mine_bttm_perc,mine_init_top_n,mine_init_bttm_n,leaf_missing_perc,leaf_roll_n,gall_n,blotch_mines_n,collection_date
leaf_2012_BNZ_4_1,2012,BNZ,4,1,,26,2,0,80,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_4_2,2012,BNZ,4,2,,27,2,100,5,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_4_3,2012,BNZ,4,3,,31,0,10,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_4_4,2012,BNZ,4,4,,24,0,90,80,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_4_5,2012,BNZ,4,5,,29,0,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_5_1,2012,BNZ,5,1,,34,2,75,15,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_5_2,2012,BNZ,5,2,,39,2,40,20,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_5_3,2012,BNZ,5,3,,36,2,2,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_5_4,2012,BNZ,5,4,,31,2,47,3,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_5_5,2012,BNZ,5,5,,35,0,25,5,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_5_6,2012,BNZ,5,6,,36,0,25,5,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_5_7,2012,BNZ,5,7,,32,0,45,5,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_5_8,2012,BNZ,5,8,,29,0,100,15,,,50,0,0,0,2012-06-22
leaf_2012_BNZ_6_1,2012,BNZ,6,1,,51,1,45,10,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_6_2,2012,BNZ,6,2,,63,0,10,12,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_6_3,2012,BNZ,6,3,,68,0,50,25,,,10,0,0,0,2012-06-22
leaf_2012_BNZ_6_4,2012,BNZ,6,4,,46,2,35,20,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_6_5,2012,BNZ,6,5,,42,0,15,20,,,2,0,0,0,2012-06-22
leaf_2012_BNZ_6_6,2012,BNZ,6,6,,34,0,95,60,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_6_7,2012,BNZ,6,7,,25,2,95,50,,,5,0,0,0,2012-06-22
leaf_2012_BNZ_6_8,2012,BNZ,6,8,,39,2,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_6_9,2012,BNZ,6,9,,29,1,0,45,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_7_1,2012,BNZ,7,1,,37,2,0,30,,,35,0,0,0,2012-06-22
leaf_2012_BNZ_7_2,2012,BNZ,7,2,,49,2,8,0,,,2,0,0,0,2012-06-22
leaf_2012_BNZ_7_3,2012,BNZ,7,3,,60,2,10,2,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_7_4,2012,BNZ,7,4,,50,2,15,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_7_5,2012,BNZ,7,5,,53,2,0,25,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_7_6,2012,BNZ,7,6,,61,1,3,3,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_7_7,2012,BNZ,7,7,,53,1,7,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_7_8,2012,BNZ,7,8,,55,1,28,4,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_7_9,2012,BNZ,7,9,,24,0,10,15,,,0,1,1,0,2012-06-22
leaf_2012_BNZ_7_10,2012,BNZ,7,10,,20,2,55,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_7_11,2012,BNZ,7,11,,40,2,50,15,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_7_12,2012,BNZ,7,12,,48,0,0,15,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_8_1,2012,BNZ,8,1,,32,2,0,0,,,20,0,0,1,2012-06-22
leaf_2012_BNZ_8_2,2012,BNZ,8,2,,26,2,0,0,,,0,0,0,1,2012-06-22
leaf_2012_BNZ_8_3,2012,BNZ,8,3,,28,0,5,0,,,20,0,0,1,2012-06-22
leaf_2012_BNZ_8_4,2012,BNZ,8,4,,34,0,0,0,,,0,0,0,1,2012-06-22
leaf_2012_BNZ_8_5,2012,BNZ,8,5,,26,0,5,5,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_9_1,2012,BNZ,9,1,,32,2,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_9_2,2012,BNZ,9,2,,25,2,10,0,,,5,0,0,0,2012-06-22
leaf_2012_BNZ_9_3,2012,BNZ,9,3,,42,1,20,12,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_9_4,2012,BNZ,9,4,,30,2,95,0,,,5,0,0,0,2012-06-22
leaf_2012_BNZ_9_5,2012,BNZ,9,5,,39,0,45,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_9_6,2012,BNZ,9,6,,41,0,2,20,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_9_7,2012,BNZ,9,7,,35,0,27,5,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_10_2,2012,BNZ,10,2,,35,2,42,78,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_10_4,2012,BNZ,10,4,,31,0,80,27,,,3,0,0,0,2012-06-22
leaf_2012_BNZ_10_5,2012,BNZ,10,5,,38,0,50,20,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_10_6,2012,BNZ,10,6,,34,0,60,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_10_7,2012,BNZ,10,7,,30,0,60,55,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_11_1,2012,BNZ,11,1,,30,3,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_11_2,2012,BNZ,11,2,,34,4,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_11_3,2012,BNZ,11,3,,37,2,0,0,,,0,0,0,1,2012-06-22
leaf_2012_BNZ_11_4,2012,BNZ,11,4,,32,2,98,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_11_5,2012,BNZ,11,5,,41,0,27,5,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_11_6,2012,BNZ,11,6,,34,0,90,45,,,0,0,0,1,2012-06-22
leaf_2012_BNZ_11_7,2012,BNZ,11,7,,25,0,100,25,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_12_1,2012,BNZ,12,1,,43,2,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_12_2,2012,BNZ,12,2,,58,2,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_12_3,2012,BNZ,12,3,,60,2,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_12_4,2012,BNZ,12,4,,31,2,0,0,,,1,0,0,0,2012-06-22
leaf_2012_BNZ_12_5,2012,BNZ,12,5,,70,1,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_12_6,2012,BNZ,12,6,,5,0,2,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_12_7,2012,BNZ,12,7,,40,2,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_12_8,2012,BNZ,12,8,,41,1,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_12_9,2012,BNZ,12,9,,23,2,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_12_10,2012,BNZ,12,10,,21,2,0,0,,,4,1,0,0,2012-06-22
leaf_2012_BNZ_12_11,2012,BNZ,12,11,,11,0,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_13_1,2012,BNZ,13,1,,32,2,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_13_2,2012,BNZ,13,2,,31,2,0,86,,,0,1,0,0,2012-06-22
leaf_2012_BNZ_13_3,2012,BNZ,13,3,,41,4,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_13_4,2012,BNZ,13,4,,38,2,0,5,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_13_5,2012,BNZ,13,5,,41,0,0,20,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_13_6,2012,BNZ,13,6,,43,0,20,5,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_13_7,2012,BNZ,13,7,,30,0,30,75,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_13_8,2012,BNZ,13,8,,33,0,18,65,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_14_1,2012,BNZ,14,1,,7,0,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_14_2,2012,BNZ,14,2,,14,2,0,98,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_14_3,2012,BNZ,14,3,,14,2,0,100,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_14_4,2012,BNZ,14,4,,54,0,0,22,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_14_5,2012,BNZ,14,5,,34,2,55,5,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_14_6,2012,BNZ,14,6,,52,2,25,25,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_14_7,2012,BNZ,14,7,,46,2,30,15,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_14_8,2012,BNZ,14,8,,26,0,0,20,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_15_1,2012,BNZ,15,1,,40,2,45,10,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_15_2,2012,BNZ,15,2,,35,2,35,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_15_3,2012,BNZ,15,3,,50,2,65,12,,,3,0,0,0,2012-06-22
leaf_2012_BNZ_15_4,2012,BNZ,15,4,,90,0,10,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_15_5,2012,BNZ,15,5,,42,0,70,22,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_15_6,2012,BNZ,15,6,,22,2,100,27,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_16_1,2012,BNZ,16,1,,3,1,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_16_2,2012,BNZ,16,2,,37,1,55,2,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_16_3,2012,BNZ,16,3,,32,0,10,3,,,10,0,0,0,2012-06-22
leaf_2012_BNZ_16_4,2012,BNZ,16,4,,67,0,25,8,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_16_5,2012,BNZ,16,5,,37,2,18,15,,,3,0,0,0,2012-06-22
leaf_2012_BNZ_16_6,2012,BNZ,16,6,,38,2,50,20,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_16_7,2012,BNZ,16,7,,41,2,45,15,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_16_8,2012,BNZ,16,8,,16,2,1,5,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_16_9,2012,BNZ,16,9,,21,2,3,2,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_16_10,2012,BNZ,16,10,,15,2,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_17_1,2012,BNZ,17,1,,17,0,90,15,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_17_2,2012,BNZ,17,2,,65,2,1,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_17_3,2012,BNZ,17,3,,68,2,15,2,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_17_4,2012,BNZ,17,4,,45,0,5,2,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_17_5,2012,BNZ,17,5,,76,1,15,8,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_17_6,2012,BNZ,17,6,,57,0,15,20,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_17_7,2012,BNZ,17,7,,36,2,5,20,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_17_8,2012,BNZ,17,8,,43,2,25,10,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_17_9,2012,BNZ,17,9,,31,1,35,5,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_17_10,2012,BNZ,17,10,,58,2,5,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_17_11,2012,BNZ,17,11,,46,2,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_17_12,2012,BNZ,17,12,,37,1,1,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_17_13,2012,BNZ,17,13,,24,2,0,2,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_17_14,2012,BNZ,17,14,,15,2,0,0,,,5,0,0,0,2012-06-22
leaf_2012_BNZ_17_15,2012,BNZ,17,15,,7,3,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_18_1,2012,BNZ,18,1,,18,2,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_18_2,2012,BNZ,18,2,,26,2,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_18_3,2012,BNZ,18,3,,31,2,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_18_4,2012,BNZ,18,4,,21,1,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_18_5,2012,BNZ,18,5,,32,0,0,3,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_18_6,2012,BNZ,18,6,,29,0,0,0,,,0,0,0,1,2012-06-22
leaf_2012_BNZ_19_1,2012,BNZ,19,1,,28,2,60,45,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_19_2,2012,BNZ,19,2,,32,2,5,3,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_19_3,2012,BNZ,19,3,,38,2,20,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_19_4,2012,BNZ,19,4,,25,2,45,3,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_19_5,2012,BNZ,19,5,,34,1,2,45,,,0,1,0,0,2012-06-22
leaf_2012_BNZ_19_6,2012,BNZ,19,6,,31,0,90,5,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_19_7,2012,BNZ,19,7,,21,1,15,85,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_20_1,2012,BNZ,20,1,,40,2,10,4,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_20_2,2012,BNZ,20,2,,43,1,20,30,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_20_3,2012,BNZ,20,3,,70,0,15,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_20_4,2012,BNZ,20,4,,43,0,45,2,,,3,0,0,0,2012-06-22
leaf_2012_BNZ_20_5,2012,BNZ,20,5,,39,0,10,15,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_20_6,2012,BNZ,20,6,,36,0,3,15,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_20_7,2012,BNZ,20,7,,20,0,90,25,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_21_1,2012,BNZ,21,1,,2,1,51,45,,,25,0,0,0,2012-06-22
leaf_2012_BNZ_21_2,2012,BNZ,21,2,,57,2,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_21_3,2012,BNZ,21,3,,61,2,3,1,,,3,0,0,1,2012-06-22
leaf_2012_BNZ_21_4,2012,BNZ,21,4,,55,2,3,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_21_5,2012,BNZ,21,5,,63,0,15,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_21_6,2012,BNZ,21,6,,58,0,20,0,,,20,0,0,0,2012-06-22
leaf_2012_BNZ_21_7,2012,BNZ,21,7,,50,1,15,5,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_21_8,2012,BNZ,21,8,,,,,,,,100,,,,2012-06-22
leaf_2012_BNZ_21_9,2012,BNZ,21,9,,,,,,,,100,,,,2012-06-22
leaf_2012_BNZ_21_10,2012,BNZ,21,10,,42,2,0,0,,,3,0,0,0,2012-06-22
leaf_2012_BNZ_21_11,2012,BNZ,21,11,,30,2,0,0,,,20,0,0,0,2012-06-22
leaf_2012_BNZ_21_12,2012,BNZ,21,12,,16,1,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_22_1,2012,BNZ,22,1,,42,1,15,30,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_22_2,2012,BNZ,22,2,,38,1,30,2,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_22_3,2012,BNZ,22,3,,46,0,0,0,,,75,0,0,0,2012-06-22
leaf_2012_BNZ_22_4,2012,BNZ,22,4,,53,2,2,1,,,3,0,0,0,2012-06-22
leaf_2012_BNZ_22_5,2012,BNZ,22,5,,41,1,0,1,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_22_6,2012,BNZ,22,6,,42,1,2,2,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_22_7,2012,BNZ,22,7,,41,1,2,1,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_22_8,2012,BNZ,22,8,,36,1,1,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_22_9,2012,BNZ,22,9,,29,2,15,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_22_10,2012,BNZ,22,10,,19,2,0,1,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_22_11,2012,BNZ,22,11,,9,2,1,1,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_22_12,2012,BNZ,22,12,,9,2,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_23_1,2012,BNZ,23,1,,,,,,,,100,,,,2012-06-22
leaf_2012_BNZ_23_2,2012,BNZ,23,2,,71,2,0,0,,,3,0,0,0,2012-06-22
leaf_2012_BNZ_23_3,2012,BNZ,23,3,,67,0,5,3,,,3,0,0,0,2012-06-22
leaf_2012_BNZ_23_4,2012,BNZ,23,4,,98,2,25,0,,,35,0,0,0,2012-06-22
leaf_2012_BNZ_23_5,2012,BNZ,23,5,,79,2,50,1,,,20,0,0,0,2012-06-22
leaf_2012_BNZ_23_6,2012,BNZ,23,6,,26,2,30,50,,,40,0,0,0,2012-06-22
leaf_2012_BNZ_23_7,2012,BNZ,23,7,,69,2,3,3,,,40,0,0,0,2012-06-22
leaf_2012_BNZ_23_8,2012,BNZ,23,8,,69,2,3,3,,,40,0,0,0,2012-06-22
leaf_2012_BNZ_24_1,2012,BNZ,24,1,,28,1,95,3,,,20,0,0,0,2012-06-22
leaf_2012_BNZ_24_2,2012,BNZ,24,2,,27,2,10,2,,,0,1,0,0,2012-06-22
leaf_2012_BNZ_24_3,2012,BNZ,24,3,,27,2,55,10,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_24_4,2012,BNZ,24,4,,34,2,50,1,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_24_5,2012,BNZ,24,5,,10,2,0,3,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_24_6,2012,BNZ,24,6,,25,2,1,3,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_24_7,2012,BNZ,24,7,,28,2,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_24_8,2012,BNZ,24,8,,23,2,3,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_24_9,2012,BNZ,24,9,,18,3,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_24_10,2012,BNZ,24,10,,11,2,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_25_1,2012,BNZ,25,1,,59,2,15,3,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_25_2,2012,BNZ,25,2,,52,2,4,7,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_25_3,2012,BNZ,25,3,,69,2,5,5,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_25_4,2012,BNZ,25,4,,64,2,35,8,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_25_5,2012,BNZ,25,5,,70,2,8,2,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_25_6,2012,BNZ,25,6,,65,0,2,4,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_25_7,2012,BNZ,25,7,,63,0,20,10,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_25_8,2012,BNZ,25,8,,64,0,40,2,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_25_9,2012,BNZ,25,9,,22,2,60,80,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_25_10,2012,BNZ,25,10,,18,2,55,60,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_25_11,2012,BNZ,25,11,,15,3,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_26_1,2012,BNZ,26,1,,66,2,0,20,,,5,1,0,0,2012-06-22
leaf_2012_BNZ_26_2,2012,BNZ,26,2,,55,1,30,0,,,45,0,0,0,2012-06-22
leaf_2012_BNZ_26_3,2012,BNZ,26,3,,73,0,3,2,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_26_4,2012,BNZ,26,4,,69,0,20,2,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_26_5,2012,BNZ,26,5,,58,0,3,4,,,3,1,0,0,2012-06-22
leaf_2012_BNZ_26_6,2012,BNZ,26,6,,19,2,70,65,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_26_7,2012,BNZ,26,7,,11,1,0,3,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_26_8,2012,BNZ,26,8,,10,2,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_27_1,2012,BNZ,27,1,,45,3,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_27_2,2012,BNZ,27,2,,50,2,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_27_3,2012,BNZ,27,3,,53,2,1,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_27_4,2012,BNZ,27,4,,31,2,0,0,,,5,0,1,0,2012-06-22
leaf_2012_BNZ_27_5,2012,BNZ,27,5,,56,0,0,3,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_27_6,2012,BNZ,27,6,,51,0,3,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_27_7,2012,BNZ,27,7,,48,2,40,0,,,0,1,0,0,2012-06-22
leaf_2012_BNZ_27_8,2012,BNZ,27,8,,40,2,5,7,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_27_9,2012,BNZ,27,9,,25,2,100,10,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_27_10,2012,BNZ,27,10,,54,2,0,0,,,2,0,0,0,2012-06-22
leaf_2012_BNZ_27_11,2012,BNZ,27,11,,39,2,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_27_12,2012,BNZ,27,12,,23,2,0,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_28_1,2012,BNZ,28,1,,23,2,25,15,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_28_2,2012,BNZ,28,2,,41,2,5,5,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_28_3,2012,BNZ,28,3,,41,2,3,1,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_28_4,2012,BNZ,28,4,,33,1,20,30,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_28_5,2012,BNZ,28,5,,43,0,1,1,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_28_6,2012,BNZ,28,6,,37,0,2,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_28_7,2012,BNZ,28,7,,34,0,0,0,,,0,1,0,0,2012-06-22
leaf_2012_BNZ_28_8,2012,BNZ,28,8,,30,2,5,1,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_28_9,2012,BNZ,28,9,,16,2,55,20,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_28_10,2012,BNZ,28,10,,21,1,0,5,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_29_1,2012,BNZ,29,1,,31,2,75,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_29_2,2012,BNZ,29,2,,48,0,10,0,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_29_3,2012,BNZ,29,3,,46,0,50,3,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_29_4,2012,BNZ,29,4,,45,0,95,1,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_29_5,2012,BNZ,29,5,,42,0,30,45,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_29_6,2012,BNZ,29,6,,60,0,95,4,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_29_7,2012,BNZ,29,7,,49,2,2,10,,,5,0,0,0,2012-06-22
leaf_2012_BNZ_29_8,2012,BNZ,29,8,,64,2,3,5,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_29_9,2012,BNZ,29,9,,65,2,1,1,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_29_10,2012,BNZ,29,10,,40,2,1,1,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_29_11,2012,BNZ,29,11,,28,2,1,1,,,3,0,0,0,2012-06-22
leaf_2012_BNZ_29_12,2012,BNZ,29,12,,19,2,1,2,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_29_13,2012,BNZ,29,13,,9,2,0,1,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_30_1,2012,BNZ,30,1,,40,2,1,3,,,0,0,0,0,2012-06-22
leaf_2012_BNZ_30_2,2012,BNZ,30,2,,43,2,5,2,,,0,0,0,0,2012-06-22
