leaf_id,year,site,tree,leaf_position,leaf_missing,leaf_width,efn_n,mine_top_perc,mine_bttm_perc,mine_init_top_n,mine_init_bttm_n,leaf_missing_perc,leaf_roll_n,gall_n,blotch_mines_n,collection_date
leaf_2018_BNZ_5_2,2018,BNZ,5,2,0.0,49,2,55,63,2,3,0,0,0,,2018-06-28
leaf_2018_BNZ_5_3,2018,BNZ,5,3,0.0,53,2,100,86,4,4,0,0,0,,2018-06-28
leaf_2018_BNZ_5_4,2018,BNZ,5,4,0.0,52,1,53,0,5,1,0,0,0,,2018-06-28
leaf_2018_BNZ_5_5,2018,BNZ,5,5,0.0,55,0,75,75,4,3,0,0,0,,2018-06-28
leaf_2018_BNZ_5_6,2018,BNZ,5,6,0.0,50,0,85,2,3,2,4,0,0,,2018-06-28
leaf_2018_BNZ_5_7,2018,BNZ,5,7,0.0,35,0,0,85,0,3,0,2,0,,2018-06-28
leaf_2018_BNZ_5_8,2018,BNZ,5,8,0.0,16,1,20,0,1,0,0,0,0,,2018-06-28
leaf_2018_BNZ_5_9,2018,BNZ,5,9,0.0,22,1,0,0,0,0,0,0,0,,2018-06-28
leaf_2018_BNZ_5_10,2018,BNZ,5,10,0.0,31,1,0,0,0,0,0,0,0,,2018-06-28
leaf_2018_BNZ_5_11,2018,BNZ,5,11,0.0,25,2,5,5,0,0,0,0,0,,2018-06-28
leaf_2018_BNZ_5_12,2018,BNZ,5,12,0.0,15,2,0,10,0,1,0,0,0,,2018-06-28
leaf_2018_BNZ_6_1,2018,BNZ,6,1,0.0,73,2,0,0,0,0,15,0,0,,2018-06-28
leaf_2018_BNZ_6_2,2018,BNZ,6,2,0.0,92,2,15,0,1,0,20,0,0,,2018-06-28
leaf_2018_BNZ_6_3,2018,BNZ,6,3,0.0,119,2,0,0,0,0,35,0,0,,2018-06-28
leaf_2018_BNZ_6_4,2018,BNZ,6,4,0.0,114,2,0,5,0,1,50,0,0,,2018-06-28
leaf_2018_BNZ_6_5,2018,BNZ,6,5,0.0,111,1,0,0,0,0,65,0,0,,2018-06-28
leaf_2018_BNZ_6_6,2018,BNZ,6,6,0.0,67,1,4,8,1,2,60,0,0,,2018-06-28
leaf_2018_BNZ_7_1,2018,BNZ,7,1,0.0,30,2,80,85,1,1,0,1,0,,2018-06-28
leaf_2018_BNZ_7_2,2018,BNZ,7,2,0.0,13,2,100,0,1,0,65,0,0,,2018-06-28
leaf_2018_BNZ_7_3,2018,BNZ,7,3,0.0,40,2,78,75,1,1,0,2,0,,2018-06-28
leaf_2018_BNZ_7_4,2018,BNZ,7,4,0.0,33,1,80,40,1,1,0,1,0,,2018-06-28
leaf_2018_BNZ_7_5,2018,BNZ,7,5,0.0,29,0,90,70,1,1,5,2,0,,2018-06-28
leaf_2018_BNZ_7_6,2018,BNZ,7,6,0.0,27,0,94,80,1,1,10,2,0,,2018-06-28
leaf_2018_BNZ_8_1,2018,BNZ,8,1,0.0,47,4,60,45,2,1,0,0,0,,2018-06-29
leaf_2018_BNZ_8_2,2018,BNZ,8,2,0.0,58,1,75,30,2,2,0,1,0,,2018-06-29
leaf_2018_BNZ_8_3,2018,BNZ,8,3,0.0,57,0,70,25,3,2,0,0,0,,2018-06-29
leaf_2018_BNZ_8_4,2018,BNZ,8,4,0.0,55,0,95,0,3,0,0,0,0,,2018-06-29
leaf_2018_BNZ_8_5,2018,BNZ,8,5,0.0,58,0,25,0,3,0,0,0,0,,2018-06-29
leaf_2018_BNZ_8_6,2018,BNZ,8,6,0.0,54,0,85,55,2,2,0,0,0,,2018-06-29
leaf_2018_BNZ_9_1,2018,BNZ,9,1,0.0,52,2,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_9_2,2018,BNZ,9,2,0.0,49,2,55,90,1,3,0,0,0,,2018-06-29
leaf_2018_BNZ_9_3,2018,BNZ,9,3,0.0,46,0,85,0,3,0,0,2,0,,2018-06-29
leaf_2018_BNZ_9_4,2018,BNZ,9,4,0.0,49,0,0,0,0,0,0,1,0,,2018-06-29
leaf_2018_BNZ_9_5,2018,BNZ,9,5,0.0,51,0,45,25,1,1,0,0,0,,2018-06-29
leaf_2018_BNZ_9_6,2018,BNZ,9,6,0.0,36,0,80,0,2,0,0,2,0,,2018-06-29
leaf_2018_BNZ_9_7,2018,BNZ,9,7,0.0,8,2,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_10_1,2018,BNZ,10,1,0.0,56,2,0,20,0,1,0,1,0,,2018-06-29
leaf_2018_BNZ_10_2,2018,BNZ,10,2,0.0,39,1,15,60,1,1,10,1,0,,2018-06-29
leaf_2018_BNZ_10_3,2018,BNZ,10,3,0.0,78,2,25,10,2,1,50,0,0,,2018-06-29
leaf_2018_BNZ_10_4,2018,BNZ,10,4,0.0,66,1,45,15,2,2,10,1,0,,2018-06-29
leaf_2018_BNZ_10_5,2018,BNZ,10,5,0.0,56,1,15,10,1,1,0,2,0,,2018-06-29
leaf_2018_BNZ_10_6,2018,BNZ,10,6,0.0,10,0,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_11_1,2018,BNZ,11,1,0.0,21,2,100,0,2,0,0,0,0,,2018-06-29
leaf_2018_BNZ_11_2,2018,BNZ,11,2,0.0,24,2,100,100,3,1,0,0,0,,2018-06-29
leaf_2018_BNZ_11_3,2018,BNZ,11,3,0.0,40,2,100,60,6,1,25,0,0,,2018-06-29
leaf_2018_BNZ_11_4,2018,BNZ,11,4,0.0,41,2,90,75,3,1,0,0,0,,2018-06-29
leaf_2018_BNZ_11_5,2018,BNZ,11,5,0.0,33,2,100,100,3,3,0,0,0,,2018-06-29
leaf_2018_BNZ_11_6,2018,BNZ,11,6,0.0,38,0,0,100,0,3,0,0,0,,2018-06-29
leaf_2018_BNZ_11_7,2018,BNZ,11,7,0.0,30,0,95,100,1,1,0,1,0,,2018-06-29
leaf_2018_BNZ_11_8,2018,BNZ,11,8,0.0,30,0,100,75,2,3,0,2,0,,2018-06-29
leaf_2018_BNZ_11_9,2018,BNZ,11,9,0.0,20,0,100,100,2,3,0,3,0,,2018-06-29
leaf_2018_BNZ_11_10,2018,BNZ,11,10,1.0,,,,,,,,,,,2018-06-29
leaf_2018_BNZ_11_11,2018,BNZ,11,11,0.0,31,0,1,0,1,0,0,0,0,,2018-06-29
leaf_2018_BNZ_11_12,2018,BNZ,11,12,0.0,40,1,0,0,0,0,5,0,0,,2018-06-29
leaf_2018_BNZ_11_13,2018,BNZ,11,13,1.0,,,,,,,,,,,2018-06-29
leaf_2018_BNZ_11_14,2018,BNZ,11,14,0.0,24,0,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_12_1,2018,BNZ,12,1,0.0,45,2,50,0,1,0,0,0,0,,2018-06-29
leaf_2018_BNZ_12_2,2018,BNZ,12,2,0.0,45,1,50,50,1,2,0,0,1,,2018-06-29
leaf_2018_BNZ_12_3,2018,BNZ,12,3,0.0,40,0,45,10,0,0,50,0,0,,2018-06-29
leaf_2018_BNZ_12_4,2018,BNZ,12,4,0.0,48,0,50,0,2,0,0,1,0,,2018-06-29
leaf_2018_BNZ_12_5,2018,BNZ,12,5,0.0,42,0,85,45,3,1,0,2,0,,2018-06-29
leaf_2018_BNZ_12_6,2018,BNZ,12,6,0.0,36,0,35,55,1,1,0,1,0,,2018-06-29
leaf_2018_BNZ_13_1,2018,BNZ,13,1,0.0,29,2,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_13_2,2018,BNZ,13,2,0.0,40,2,0,0,0,0,0,1,0,,2018-06-29
leaf_2018_BNZ_13_3,2018,BNZ,13,3,0.0,44,0,0,0,0,0,0,1,0,,2018-06-29
leaf_2018_BNZ_13_4,2018,BNZ,13,4,0.0,32,0,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_13_5,2018,BNZ,13,5,0.0,38,0,0,0,0,0,60,1,0,,2018-06-29
leaf_2018_BNZ_13_6,2018,BNZ,13,6,0.0,37,0,1,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_13_7,2018,BNZ,13,7,0.0,34,0,75,0,2,0,0,1,0,,2018-06-29
leaf_2018_BNZ_13_8,2018,BNZ,13,8,0.0,28,0,1,0,1,0,0,2,0,,2018-06-29
leaf_2018_BNZ_14_1,2018,BNZ,14,1,0.0,62,2,0,0,0,0,50,0,0,,2018-06-29
leaf_2018_BNZ_14_2,2018,BNZ,14,2,0.0,68,0,0,1,0,1,50,0,0,,2018-06-29
leaf_2018_BNZ_14_3,2018,BNZ,14,3,0.0,77,1,15,1,1,1,0,1,0,,2018-06-29
leaf_2018_BNZ_14_4,2018,BNZ,14,4,0.0,70,0,0,10,0,1,0,2,0,,2018-06-29
leaf_2018_BNZ_14_5,2018,BNZ,14,5,0.0,38,2,15,1,1,1,0,1,0,,2018-06-29
leaf_2018_BNZ_14_6,2018,BNZ,14,6,0.0,34,2,25,5,2,1,15,1,0,,2018-06-29
leaf_2018_BNZ_14_7,2018,BNZ,14,7,0.0,23,2,0,10,0,0,0,3,0,,2018-06-29
leaf_2018_BNZ_14_8,2018,BNZ,14,8,0.0,35,1,0,0,0,0,5,0,0,,2018-06-29
leaf_2018_BNZ_14_9,2018,BNZ,14,9,0.0,13,0,0,0,0,0,0,2,0,,2018-06-29
leaf_2018_BNZ_14_10,2018,BNZ,14,10,0.0,15,0,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_14_11,2018,BNZ,14,11,0.0,5,0,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_15_1,2018,BNZ,15,1,0.0,70,2,0,0,0,0,0,2,0,,2018-06-29
leaf_2018_BNZ_15_2,2018,BNZ,15,2,0.0,105,2,0,0,0,0,0,2,0,,2018-06-29
leaf_2018_BNZ_15_3,2018,BNZ,15,3,0.0,80,2,0,0,0,0,15,0,0,,2018-06-29
leaf_2018_BNZ_15_4,2018,BNZ,15,4,0.0,49,2,1,0,1,0,15,0,0,,2018-06-29
leaf_2018_BNZ_15_5,2018,BNZ,15,5,0.0,42,2,5,1,2,1,5,0,0,,2018-06-29
leaf_2018_BNZ_15_6,2018,BNZ,15,6,0.0,38,2,25,15,1,2,25,0,0,,2018-06-29
leaf_2018_BNZ_15_7,2018,BNZ,15,7,0.0,26,2,0,0,0,0,40,0,0,,2018-06-29
leaf_2018_BNZ_15_8,2018,BNZ,15,8,0.0,15,0,0,0,0,0,50,0,0,,2018-06-29
leaf_2018_BNZ_15_9,2018,BNZ,15,9,0.0,12,0,0,0,0,0,25,0,0,,2018-06-29
leaf_2018_BNZ_15_10,2018,BNZ,15,10,0.0,12,0,0,0,0,0,50,0,0,,2018-06-29
leaf_2018_BNZ_16_1,2018,BNZ,16,1,0.0,65,4,15,10,1,2,0,1,2,,2018-06-29
leaf_2018_BNZ_16_2,2018,BNZ,16,2,0.0,75,2,20,5,2,1,0,1,0,,2018-06-29
leaf_2018_BNZ_16_3,2018,BNZ,16,3,0.0,72,0,3,10,1,3,0,2,0,,2018-06-29
leaf_2018_BNZ_16_4,2018,BNZ,16,4,0.0,69,0,20,25,2,2,0,2,1,,2018-06-29
leaf_2018_BNZ_16_5,2018,BNZ,16,5,0.0,80,0,20,3,2,2,0,1,0,,2018-06-29
leaf_2018_BNZ_16_6,2018,BNZ,16,6,0.0,70,2,3,25,2,2,0,1,0,,2018-06-29
leaf_2018_BNZ_16_7,2018,BNZ,16,7,0.0,25,2,5,25,1,1,0,1,0,,2018-06-29
leaf_2018_BNZ_16_8,2018,BNZ,16,8,0.0,29,2,1,80,1,1,0,1,0,,2018-06-29
leaf_2018_BNZ_16_9,2018,BNZ,16,9,0.0,39,2,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_16_10,2018,BNZ,16,10,0.0,28,1,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_17_1,2018,BNZ,17,1,0.0,20,2,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_17_2,2018,BNZ,17,2,0.0,41,2,80,50,1,1,0,1,0,,2018-06-29
leaf_2018_BNZ_17_3,2018,BNZ,17,3,0.0,52,2,0,0,0,0,0,1,0,,2018-06-29
leaf_2018_BNZ_17_4,2018,BNZ,17,4,0.0,45,2,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_17_5,2018,BNZ,17,5,0.0,47,0,55,0,1,0,0,1,0,,2018-06-29
leaf_2018_BNZ_17_6,2018,BNZ,17,6,0.0,45,0,10,5,1,1,0,2,0,,2018-06-29
leaf_2018_BNZ_17_7,2018,BNZ,17,7,0.0,20,2,0,5,0,1,0,1,0,,2018-06-29
leaf_2018_BNZ_17_8,2018,BNZ,17,8,0.0,15,2,0,15,0,0,0,1,0,,2018-06-29
leaf_2018_BNZ_18_1,2018,BNZ,18,1,0.0,38,2,85,25,1,1,0,2,0,,2018-06-29
leaf_2018_BNZ_18_2,2018,BNZ,18,2,0.0,45,2,5,5,1,1,0,3,0,,2018-06-29
leaf_2018_BNZ_18_3,2018,BNZ,18,3,0.0,37,0,40,15,3,1,5,3,0,,2018-06-29
leaf_2018_BNZ_18_4,2018,BNZ,18,4,0.0,45,0,30,0,2,0,0,3,0,,2018-06-29
leaf_2018_BNZ_18_5,2018,BNZ,18,5,0.0,40,0,0,0,0,0,0,2,0,,2018-06-29
leaf_2018_BNZ_18_6,2018,BNZ,18,6,0.0,24,2,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_18_7,2018,BNZ,18,7,0.0,26,2,0,15,0,1,0,0,0,,2018-06-29
leaf_2018_BNZ_18_8,2018,BNZ,18,8,0.0,18,2,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_19_1,2018,BNZ,19,1,0.0,53,0,0,0,0,0,35,0,0,,2018-06-29
leaf_2018_BNZ_19_2,2018,BNZ,19,2,0.0,50,0,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_19_3,2018,BNZ,19,3,0.0,51,0,0,0,0,0,15,0,0,,2018-06-29
leaf_2018_BNZ_19_4,2018,BNZ,19,4,0.0,49,0,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_19_5,2018,BNZ,19,5,0.0,45,0,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_19_6,2018,BNZ,19,6,0.0,45,0,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_19_7,2018,BNZ,19,7,0.0,16,0,0,0,0,0,20,0,0,,2018-06-29
leaf_2018_BNZ_19_8,2018,BNZ,19,8,1.0,,,,,,,,,,,2018-06-29
leaf_2018_BNZ_20_1,2018,BNZ,20,1,0.0,69,2,80,0,5,0,0,2,0,,2018-06-29
leaf_2018_BNZ_20_2,2018,BNZ,20,2,0.0,46,2,65,0,1,0,0,0,0,,2018-06-29
leaf_2018_BNZ_20_3,2018,BNZ,20,3,0.0,65,2,30,30,2,1,5,1,0,,2018-06-29
leaf_2018_BNZ_20_4,2018,BNZ,20,4,0.0,74,2,55,15,3,1,0,3,0,,2018-06-29
leaf_2018_BNZ_20_5,2018,BNZ,20,5,0.0,59,2,40,75,2,4,15,3,0,,2018-06-29
leaf_2018_BNZ_20_6,2018,BNZ,20,6,0.0,75,0,70,25,5,2,0,3,1,,2018-06-29
leaf_2018_BNZ_20_7,2018,BNZ,20,7,0.0,42,2,75,30,3,1,0,2,0,,2018-06-29
leaf_2018_BNZ_20_8,2018,BNZ,20,8,0.0,57,3,5,15,1,3,0,0,0,,2018-06-29
leaf_2018_BNZ_20_9,2018,BNZ,20,9,0.0,63,2,30,0,2,0,0,0,0,,2018-06-29
leaf_2018_BNZ_20_10,2018,BNZ,20,10,0.0,50,2,25,0,1,0,0,0,0,,2018-06-29
leaf_2018_BNZ_20_11,2018,BNZ,20,11,0.0,48,2,5,0,1,0,0,0,0,,2018-06-29
leaf_2018_BNZ_20_12,2018,BNZ,20,12,0.0,37,2,1,0,1,0,0,0,0,,2018-06-29
leaf_2018_BNZ_20_13,2018,BNZ,20,13,0.0,32,2,1,20,1,1,0,0,0,,2018-06-29
leaf_2018_BNZ_20_14,2018,BNZ,20,14,0.0,32,2,1,0,1,0,0,0,0,,2018-06-29
leaf_2018_BNZ_20_15,2018,BNZ,20,15,0.0,22,3,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_20_16,2018,BNZ,20,16,0.0,18,2,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_20_17,2018,BNZ,20,17,0.0,10,1,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_20_18,2018,BNZ,20,18,0.0,7,2,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_20_19,2018,BNZ,20,19,1.0,,,,,,,,,,,2018-06-29
leaf_2018_BNZ_20_20,2018,BNZ,20,20,0.0,5,2,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_21_1,2018,BNZ,21,1,0.0,45,2,55,45,1,1,0,0,0,,2018-06-29
leaf_2018_BNZ_21_2,2018,BNZ,21,2,0.0,57,0,80,30,2,1,0,0,0,,2018-06-29
leaf_2018_BNZ_21_3,2018,BNZ,21,3,0.0,52,0,85,45,6,1,0,0,0,,2018-06-29
leaf_2018_BNZ_21_4,2018,BNZ,21,4,0.0,67,0,60,0,5,0,0,1,1,,2018-06-29
leaf_2018_BNZ_21_5,2018,BNZ,21,5,1.0,,,,,,,,,,,2018-06-29
leaf_2018_BNZ_21_6,2018,BNZ,21,6,1.0,,,,,,,,,,,2018-06-29
leaf_2018_BNZ_22_1,2018,BNZ,22,1,0.0,30,2,90,95,1,1,0,1,0,,2018-06-29
leaf_2018_BNZ_22_2,2018,BNZ,22,2,0.0,45,0,55,50,1,1,0,0,0,,2018-06-29
leaf_2018_BNZ_22_3,2018,BNZ,22,3,0.0,43,0,98,50,2,1,0,0,0,,2018-06-29
leaf_2018_BNZ_22_4,2018,BNZ,22,4,0.0,43,0,70,0,1,0,0,0,0,,2018-06-29
leaf_2018_BNZ_22_5,2018,BNZ,22,5,0.0,45,0,90,5,2,1,0,0,0,,2018-06-29
leaf_2018_BNZ_22_6,2018,BNZ,22,6,0.0,37,0,99,0,3,0,0,1,0,,2018-06-29
leaf_2018_BNZ_23_1,2018,BNZ,23,1,0.0,33,2,55,3,1,2,0,1,0,,2018-06-29
leaf_2018_BNZ_23_2,2018,BNZ,23,2,0.0,32,0,100,40,2,1,0,0,0,,2018-06-29
leaf_2018_BNZ_23_3,2018,BNZ,23,3,0.0,36,0,70,0,1,0,0,0,0,,2018-06-29
leaf_2018_BNZ_23_4,2018,BNZ,23,4,0.0,32,0,10,50,2,2,0,2,0,,2018-06-29
leaf_2018_BNZ_24_1,2018,BNZ,24,1,0.0,47,3,35,85,2,3,0,0,0,,2018-06-29
leaf_2018_BNZ_24_2,2018,BNZ,24,2,0.0,52,2,45,0,2,0,4,0,0,,2018-06-29
leaf_2018_BNZ_24_3,2018,BNZ,24,3,0.0,56,0,80,70,2,2,10,0,0,,2018-06-29
leaf_2018_BNZ_24_4,2018,BNZ,24,4,0.0,64,0,35,20,1,3,0,0,0,,2018-06-29
leaf_2018_BNZ_24_5,2018,BNZ,24,5,0.0,43,2,70,0,3,0,15,1,2,,2018-06-29
leaf_2018_BNZ_24_6,2018,BNZ,24,6,0.0,50,0,60,30,2,2,5,1,0,,2018-06-29
leaf_2018_BNZ_24_7,2018,BNZ,24,7,0.0,40,0,45,30,1,2,30,1,2,,2018-06-29
leaf_2018_BNZ_25_1,2018,BNZ,25,1,0.0,69,2,35,30,3,4,2,4,0,,2018-06-29
leaf_2018_BNZ_25_2,2018,BNZ,25,2,0.0,60,1,45,35,2,1,45,3,0,,2018-06-29
leaf_2018_BNZ_25_3,2018,BNZ,25,3,0.0,52,0,35,0,2,0,35,1,0,,2018-06-29
leaf_2018_BNZ_25_4,2018,BNZ,25,4,0.0,56,0,35,8,3,1,15,6,0,,2018-06-29
leaf_2018_BNZ_26_1,2018,BNZ,26,1,0.0,34,2,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_26_2,2018,BNZ,26,2,0.0,39,2,0,65,0,1,0,0,0,,2018-06-29
leaf_2018_BNZ_26_3,2018,BNZ,26,3,0.0,42,0,70,0,1,0,0,2,0,,2018-06-29
leaf_2018_BNZ_26_4,2018,BNZ,26,4,0.0,36,1,35,70,2,1,0,1,0,,2018-06-29
leaf_2018_BNZ_26_5,2018,BNZ,26,5,0.0,28,0,90,0,2,0,1,1,0,,2018-06-29
leaf_2018_BNZ_27_1,2018,BNZ,27,1,0.0,46,2,0,40,0,1,0,1,0,,2018-06-29
leaf_2018_BNZ_27_2,2018,BNZ,27,2,0.0,55,0,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_27_3,2018,BNZ,27,3,0.0,49,0,0,0,0,0,0,1,0,,2018-06-29
leaf_2018_BNZ_27_4,2018,BNZ,27,4,0.0,47,0,10,0,1,0,0,2,0,,2018-06-29
leaf_2018_BNZ_27_5,2018,BNZ,27,5,0.0,46,0,40,18,1,1,0,1,0,,2018-06-29
leaf_2018_BNZ_27_6,2018,BNZ,27,6,0.0,35,0,35,0,1,0,0,3,0,,2018-06-29
leaf_2018_BNZ_28_1,2018,BNZ,28,1,0.0,34,2,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_28_2,2018,BNZ,28,2,0.0,40,2,98,60,2,3,0,0,0,,2018-06-29
leaf_2018_BNZ_28_3,2018,BNZ,28,3,0.0,46,2,45,0,1,0,0,0,0,,2018-06-29
leaf_2018_BNZ_28_4,2018,BNZ,28,4,0.0,50,2,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_28_5,2018,BNZ,28,5,0.0,54,0,0,0,0,0,0,0,0,,2018-06-29
leaf_2018_BNZ_28_6,2018,BNZ,28,6,0.0,50,2,45,0,1,0,50,0,0,,2018-06-29
leaf_2018_BNZ_28_7,2018,BNZ,28,7,0.0,45,2,0,40,0,1,2,0,0,,2018-06-29
leaf_2018_BNZ_28_8,2018,BNZ,28,8,0.0,45,2,20,0,2,0,0,1,0,,2018-06-29
leaf_2018_BNZ_28_9,2018,BNZ,28,9,0.0,,0,0,0,0,0,80,0,0,,2018-06-29
