surface_id,leaf_id,leaf_side,larva_mine_alive_n,larva_mine_dead_n,larva_mine_paras_n,mine_empty_n,larva_fold_alive_n,larva_fold_dead_n,larva_fold_paras_n,pupa_fold_dead_n,pupa_fold_paras_n,pupa_fold_eclose_n,fold_empty_n,pupa_fold_alive_n
surface_2018_BNZ_3_11_T,leaf_2018_BNZ_3_11,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_3_11_B,leaf_2018_BNZ_3_11,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_3_12_T,leaf_2018_BNZ_3_12,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_3_12_B,leaf_2018_BNZ_3_12,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_1_T,leaf_2018_BNZ_4_1,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_1_B,leaf_2018_BNZ_4_1,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_2_T,leaf_2018_BNZ_4_2,T,0,2,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_2_B,leaf_2018_BNZ_4_2,B,0,0,1,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_3_T,leaf_2018_BNZ_4_3,T,0,0,1,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_3_B,leaf_2018_BNZ_4_3,B,0,0,1,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_4_T,leaf_2018_BNZ_4_4,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_4_B,leaf_2018_BNZ_4_4,B,0,1,0,1,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_5_T,leaf_2018_BNZ_4_5,T,0,1,1,0,0,0,1,0,0,0,0,0
surface_2018_BNZ_4_5_B,leaf_2018_BNZ_4_5,B,0,2,1,0,0,0,1,0,0,0,0,0
surface_2018_BNZ_4_6_T,leaf_2018_BNZ_4_6,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_6_B,leaf_2018_BNZ_4_6,B,0,0,1,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_7_T,leaf_2018_BNZ_4_7,T,0,3,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_7_B,leaf_2018_BNZ_4_7,B,0,0,1,1,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_8_T,leaf_2018_BNZ_4_8,T,0,2,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_8_B,leaf_2018_BNZ_4_8,B,0,2,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_9_T,leaf_2018_BNZ_4_9,T,0,2,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_9_B,leaf_2018_BNZ_4_9,B,0,1,0,0,0,0,2,0,0,0,0,0
surface_2018_BNZ_4_10_T,leaf_2018_BNZ_4_10,T,0,1,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_10_B,leaf_2018_BNZ_4_10,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_11_T,leaf_2018_BNZ_4_11,T,0,1,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_11_B,leaf_2018_BNZ_4_11,B,0,1,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_12_T,leaf_2018_BNZ_4_12,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_12_B,leaf_2018_BNZ_4_12,B,0,0,1,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_13_T,leaf_2018_BNZ_4_13,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_13_B,leaf_2018_BNZ_4_13,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_14_T,leaf_2018_BNZ_4_14,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_14_B,leaf_2018_BNZ_4_14,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_15_T,leaf_2018_BNZ_4_15,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_4_15_B,leaf_2018_BNZ_4_15,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_5_1_T,leaf_2018_BNZ_5_1,T,0,3,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_5_1_B,leaf_2018_BNZ_5_1,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_5_2_T,leaf_2018_BNZ_5_2,T,0,1,0,0,0,0,1,0,0,0,0,0
surface_2018_BNZ_5_2_B,leaf_2018_BNZ_5_2,B,0,1,1,0,0,0,0,0,0,0,1,0
surface_2018_BNZ_5_3_T,leaf_2018_BNZ_5_3,T,0,4,1,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_5_3_B,leaf_2018_BNZ_5_3,B,0,1,0,1,0,0,0,0,0,0,0,2
surface_2018_BNZ_5_4_T,leaf_2018_BNZ_5_4,T,0,3,1,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_5_4_B,leaf_2018_BNZ_5_4,B,0,1,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_5_5_T,leaf_2018_BNZ_5_5,T,0,2,1,0,0,0,0,0,0,0,0,1
surface_2018_BNZ_5_5_B,leaf_2018_BNZ_5_5,B,0,1,0,1,0,0,0,0,0,0,0,1
surface_2018_BNZ_5_6_T,leaf_2018_BNZ_5_6,T,0,2,0,0,0,0,0,0,0,0,0,1
surface_2018_BNZ_5_6_B,leaf_2018_BNZ_5_6,B,0,2,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_5_7_T,leaf_2018_BNZ_5_7,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_5_7_B,leaf_2018_BNZ_5_7,B,0,1,0,1,0,0,0,0,0,0,0,1
surface_2018_BNZ_5_8_T,leaf_2018_BNZ_5_8,T,0,1,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_5_8_B,leaf_2018_BNZ_5_8,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_5_9_T,leaf_2018_BNZ_5_9,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_5_9_B,leaf_2018_BNZ_5_9,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_5_10_T,leaf_2018_BNZ_5_10,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_5_10_B,leaf_2018_BNZ_5_10,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_5_11_T,leaf_2018_BNZ_5_11,T,1,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_5_11_B,leaf_2018_BNZ_5_11,B,1,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_5_12_T,leaf_2018_BNZ_5_12,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_5_12_B,leaf_2018_BNZ_5_12,B,1,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_6_1_T,leaf_2018_BNZ_6_1,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_6_1_B,leaf_2018_BNZ_6_1,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_6_2_T,leaf_2018_BNZ_6_2,T,0,0,1,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_6_2_B,leaf_2018_BNZ_6_2,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_6_3_T,leaf_2018_BNZ_6_3,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_6_3_B,leaf_2018_BNZ_6_3,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_6_4_T,leaf_2018_BNZ_6_4,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_6_4_B,leaf_2018_BNZ_6_4,B,0,0,1,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_6_5_T,leaf_2018_BNZ_6_5,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_6_5_B,leaf_2018_BNZ_6_5,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_6_6_T,leaf_2018_BNZ_6_6,T,0,1,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_6_6_B,leaf_2018_BNZ_6_6,B,0,1,1,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_7_1_T,leaf_2018_BNZ_7_1,T,0,0,0,0,0,0,0,0,0,0,0,1
surface_2018_BNZ_7_1_B,leaf_2018_BNZ_7_1,B,0,0,0,0,0,0,1,0,0,0,0,0
surface_2018_BNZ_7_2_T,leaf_2018_BNZ_7_2,T,0,0,0,0,0,0,0,0,0,0,1,0
surface_2018_BNZ_7_2_B,leaf_2018_BNZ_7_2,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_7_3_T,leaf_2018_BNZ_7_3,T,0,0,0,1,0,0,0,0,0,0,0,0
surface_2018_BNZ_7_3_B,leaf_2018_BNZ_7_3,B,0,0,0,0,0,0,0,0,0,0,0,1
surface_2018_BNZ_7_4_T,leaf_2018_BNZ_7_4,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_7_4_B,leaf_2018_BNZ_7_4,B,0,0,0,0,0,0,1,0,0,0,0,0
surface_2018_BNZ_7_5_T,leaf_2018_BNZ_7_5,T,0,0,0,0,0,0,0,0,0,0,0,1
surface_2018_BNZ_7_5_B,leaf_2018_BNZ_7_5,B,0,0,0,0,0,0,0,0,0,0,0,1
surface_2018_BNZ_7_6_T,leaf_2018_BNZ_7_6,T,0,0,0,0,0,0,0,0,0,0,0,1
surface_2018_BNZ_7_6_B,leaf_2018_BNZ_7_6,B,0,0,0,1,0,0,0,0,0,0,0,0
surface_2018_BNZ_8_1_T,leaf_2018_BNZ_8_1,T,0,1,0,0,0,0,0,0,0,0,0,1
surface_2018_BNZ_8_1_B,leaf_2018_BNZ_8_1,B,0,0,0,0,0,0,0,0,0,0,0,1
surface_2018_BNZ_8_2_T,leaf_2018_BNZ_8_2,T,0,0,0,0,0,0,0,0,0,0,0,2
surface_2018_BNZ_8_2_B,leaf_2018_BNZ_8_2,B,0,1,0,0,0,0,0,0,0,0,0,1
surface_2018_BNZ_8_3_T,leaf_2018_BNZ_8_3,T,0,1,0,0,0,0,0,0,0,0,0,2
surface_2018_BNZ_8_3_B,leaf_2018_BNZ_8_3,B,0,1,1,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_8_4_T,leaf_2018_BNZ_8_4,T,0,0,0,0,0,0,1,0,0,0,0,2
surface_2018_BNZ_8_4_B,leaf_2018_BNZ_8_4,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_8_5_T,leaf_2018_BNZ_8_5,T,0,1,0,1,0,0,0,0,0,0,0,1
surface_2018_BNZ_8_5_B,leaf_2018_BNZ_8_5,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_8_6_T,leaf_2018_BNZ_8_6,T,0,0,0,0,0,0,0,0,0,0,0,2
surface_2018_BNZ_8_6_B,leaf_2018_BNZ_8_6,B,0,0,0,2,0,0,0,0,0,0,0,0
surface_2018_BNZ_9_1_T,leaf_2018_BNZ_9_1,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_9_1_B,leaf_2018_BNZ_9_1,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_9_2_T,leaf_2018_BNZ_9_2,T,0,0,0,0,0,0,0,0,0,0,0,1
surface_2018_BNZ_9_2_B,leaf_2018_BNZ_9_2,B,0,1,0,1,0,0,0,0,0,0,1,0
surface_2018_BNZ_9_3_T,leaf_2018_BNZ_9_3,T,0,2,0,1,0,0,0,0,0,0,0,0
surface_2018_BNZ_9_3_B,leaf_2018_BNZ_9_3,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_9_4_T,leaf_2018_BNZ_9_4,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_9_4_B,leaf_2018_BNZ_9_4,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_9_5_T,leaf_2018_BNZ_9_5,T,0,0,0,0,0,0,0,0,0,0,0,1
surface_2018_BNZ_9_5_B,leaf_2018_BNZ_9_5,B,0,0,1,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_9_6_T,leaf_2018_BNZ_9_6,T,0,1,0,0,0,0,0,0,0,0,0,1
surface_2018_BNZ_9_6_B,leaf_2018_BNZ_9_6,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_9_7_T,leaf_2018_BNZ_9_7,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_9_7_B,leaf_2018_BNZ_9_7,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_10_1_T,leaf_2018_BNZ_10_1,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_10_1_B,leaf_2018_BNZ_10_1,B,0,0,0,0,0,0,0,0,0,0,0,1
surface_2018_BNZ_10_2_T,leaf_2018_BNZ_10_2,T,0,1,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_10_2_B,leaf_2018_BNZ_10_2,B,0,0,0,0,0,0,0,0,0,0,0,1
surface_2018_BNZ_10_3_T,leaf_2018_BNZ_10_3,T,0,0,1,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_10_3_B,leaf_2018_BNZ_10_3,B,0,0,0,1,0,0,0,0,0,0,0,0
surface_2018_BNZ_10_4_T,leaf_2018_BNZ_10_4,T,0,0,2,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_10_4_B,leaf_2018_BNZ_10_4,B,0,1,0,1,0,0,0,0,0,0,0,0
surface_2018_BNZ_10_5_T,leaf_2018_BNZ_10_5,T,0,1,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_10_5_B,leaf_2018_BNZ_10_5,B,0,0,0,1,0,0,0,0,0,0,0,0
surface_2018_BNZ_10_6_T,leaf_2018_BNZ_10_6,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_10_6_B,leaf_2018_BNZ_10_6,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_11_1_T,leaf_2018_BNZ_11_1,T,0,2,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_11_1_B,leaf_2018_BNZ_11_1,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_11_2_T,leaf_2018_BNZ_11_2,T,0,1,0,0,0,0,0,0,0,0,1,1
surface_2018_BNZ_11_2_B,leaf_2018_BNZ_11_2,B,0,0,0,0,0,0,0,0,1,0,0,0
surface_2018_BNZ_11_3_T,leaf_2018_BNZ_11_3,T,0,0,0,0,0,0,1,1,0,0,0,0
surface_2018_BNZ_11_3_B,leaf_2018_BNZ_11_3,B,0,0,0,0,0,0,0,0,1,0,0,0
surface_2018_BNZ_11_4_T,leaf_2018_BNZ_11_4,T,0,1,0,0,0,0,1,0,0,0,0,0
surface_2018_BNZ_11_4_B,leaf_2018_BNZ_11_4,B,0,0,0,0,0,0,0,0,0,0,0,1
surface_2018_BNZ_11_5_T,leaf_2018_BNZ_11_5,T,0,2,0,0,0,0,1,0,0,0,0,0
surface_2018_BNZ_11_5_B,leaf_2018_BNZ_11_5,B,0,2,1,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_11_6_T,leaf_2018_BNZ_11_6,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_11_6_B,leaf_2018_BNZ_11_6,B,0,1,1,0,0,0,1,0,0,0,0,0
surface_2018_BNZ_11_7_T,leaf_2018_BNZ_11_7,T,0,0,0,0,0,0,1,0,0,0,0,0
surface_2018_BNZ_11_7_B,leaf_2018_BNZ_11_7,B,0,0,0,0,0,0,0,0,0,0,0,1
surface_2018_BNZ_11_8_T,leaf_2018_BNZ_11_8,T,0,2,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_11_8_B,leaf_2018_BNZ_11_8,B,0,0,0,1,0,0,0,0,0,0,0,0
surface_2018_BNZ_11_9_T,leaf_2018_BNZ_11_9,T,0,0,0,0,0,0,0,0,0,0,1,1
surface_2018_BNZ_11_9_B,leaf_2018_BNZ_11_9,B,0,1,0,0,0,0,0,0,0,0,1,0
surface_2018_BNZ_11_10_T,leaf_2018_BNZ_11_10,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_11_10_B,leaf_2018_BNZ_11_10,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_11_11_T,leaf_2018_BNZ_11_11,T,0,1,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_11_11_B,leaf_2018_BNZ_11_11,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_11_12_T,leaf_2018_BNZ_11_12,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_11_12_B,leaf_2018_BNZ_11_12,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_11_13_T,leaf_2018_BNZ_11_13,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_11_13_B,leaf_2018_BNZ_11_13,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_11_14_T,leaf_2018_BNZ_11_14,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_11_14_B,leaf_2018_BNZ_11_14,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_12_1_T,leaf_2018_BNZ_12_1,T,0,0,0,0,0,0,1,0,0,0,0,0
surface_2018_BNZ_12_1_B,leaf_2018_BNZ_12_1,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_12_2_T,leaf_2018_BNZ_12_2,T,0,0,0,0,0,0,0,0,0,0,0,1
surface_2018_BNZ_12_2_B,leaf_2018_BNZ_12_2,B,0,1,0,0,0,0,0,0,1,0,0,0
surface_2018_BNZ_12_3_T,leaf_2018_BNZ_12_3,T,0,0,0,0,0,0,0,0,1,0,0,0
surface_2018_BNZ_12_3_B,leaf_2018_BNZ_12_3,B,0,1,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_12_4_T,leaf_2018_BNZ_12_4,T,0,1,1,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_12_4_B,leaf_2018_BNZ_12_4,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_12_5_T,leaf_2018_BNZ_12_5,T,0,0,0,2,0,0,1,0,0,0,0,0
surface_2018_BNZ_12_5_B,leaf_2018_BNZ_12_5,B,0,0,0,0,0,0,0,0,0,0,1,0
surface_2018_BNZ_12_6_T,leaf_2018_BNZ_12_6,T,0,0,1,0,0,0,0,0,0,0,1,0
surface_2018_BNZ_12_6_B,leaf_2018_BNZ_12_6,B,0,0,0,0,0,0,0,0,0,0,0,1
surface_2018_BNZ_13_1_T,leaf_2018_BNZ_13_1,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_13_1_B,leaf_2018_BNZ_13_1,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_13_2_T,leaf_2018_BNZ_13_2,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_13_2_B,leaf_2018_BNZ_13_2,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_13_3_T,leaf_2018_BNZ_13_3,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_13_3_B,leaf_2018_BNZ_13_3,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_13_4_T,leaf_2018_BNZ_13_4,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_13_4_B,leaf_2018_BNZ_13_4,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_13_5_T,leaf_2018_BNZ_13_5,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_13_5_B,leaf_2018_BNZ_13_5,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_13_6_T,leaf_2018_BNZ_13_6,T,0,1,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_13_6_B,leaf_2018_BNZ_13_6,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_13_7_T,leaf_2018_BNZ_13_7,T,0,0,1,1,0,0,0,0,0,0,0,0
surface_2018_BNZ_13_7_B,leaf_2018_BNZ_13_7,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_13_8_T,leaf_2018_BNZ_13_8,T,0,1,0,0,0,0,0,0,0,0,0,0
surface_2018_BNZ_13_8_B,leaf_2018_BNZ_13_8,B,0,0,0,0,0,0,0,0,0,0,0,0
